geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,method,logFDR
GO:0004864,protein phosphatase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0004864,23,3,0.820221417,3.657548973,0.046973576,0.686576842,5514;94274;221692,PHACTR1;PPP1R14A;PPP1R10,HeadandNeck,MF,0.16331085
GO:0030957,Tat protein binding,http://amigo.geneontology.org/amigo/term/GO:0030957,10,2,0.356618007,5.608241758,0.047227549,0.686576842,3301;23710,DNAJA1;GABARAPL1,HeadandNeck,MF,0.16331085
GO:0015144,carbohydrate transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015144,10,2,0.356618007,5.608241758,0.047227549,0.686576842,360;6515,SLC2A3;AQP3,HeadandNeck,MF,0.16331085
GO:0043422,protein kinase B binding,http://amigo.geneontology.org/amigo/term/GO:0043422,10,2,0.356618007,5.608241758,0.047227549,0.686576842,5914;55704,CCDC88A;RARA,HeadandNeck,MF,0.16331085
GO:0017091,AU-rich element binding,http://amigo.geneontology.org/amigo/term/GO:0017091,24,3,0.855883217,3.505151099,0.052312329,0.744487046,677;678;7538,ZFP36;ZFP36L2;ZFP36L1,HeadandNeck,MF,0.128142855
GO:0001671,ATPase activator activity,http://amigo.geneontology.org/amigo/term/GO:0001671,24,3,0.855883217,3.505151099,0.052312329,0.744487046,3301;3337;11080,DNAJB1;DNAJA1;DNAJB4,HeadandNeck,MF,0.128142855
GO:0038024,cargo receptor activity,http://amigo.geneontology.org/amigo/term/GO:0038024,58,5,2.068384442,2.417345585,0.055126351,0.770098512,921;3949;6653;8578;58191,CXCL16;SORL1;SCARF1;CD5;LDLR,HeadandNeck,MF,0.113453716
GO:0004550,nucleoside diphosphate kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004550,11,2,0.392279808,5.098401598,0.05639035,0.770098512,4832;4833,NME4;NME3,HeadandNeck,MF,0.113453716
GO:0097617,annealing activity,http://amigo.geneontology.org/amigo/term/GO:0097617,11,2,0.392279808,5.098401598,0.05639035,0.770098512,301;1654,ANXA1;DDX3X,HeadandNeck,MF,0.113453716
GO:0000774,adenyl-nucleotide exchange factor activity,http://amigo.geneontology.org/amigo/term/GO:0000774,11,2,0.392279808,5.098401598,0.05639035,0.770098512,9531;10808,HSPH1;BAG3,HeadandNeck,MF,0.113453716
GO:0043014,alpha-tubulin binding,http://amigo.geneontology.org/amigo/term/GO:0043014,25,3,0.891545018,3.364945055,0.057929953,0.783212967,8481;10123;10808,HSPH1;ARL4C;OFD1,HeadandNeck,MF,0.106120131
GO:0019210,kinase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0019210,59,5,2.104046243,2.376373626,0.058552063,0.783786031,1026;5570;9021;10221;10614,SOCS3;CDKN1A;PKIB;HEXIM1;TRIB1,HeadandNeck,MF,0.105802481
GO:0051219,phosphoprotein binding,http://amigo.geneontology.org/amigo/term/GO:0051219,78,6,2.781620457,2.157016061,0.059335717,0.786489108,27;3055;4067;6850;8440;9021,SOCS3;HCK;LYN;NCK2;ABL2;SYK,HeadandNeck,MF,0.104307288
GO:0042826,histone deacetylase binding,http://amigo.geneontology.org/amigo/term/GO:0042826,99,7,3.530518272,1.982711733,0.063201039,0.821753009,595;3303;3320;3326;4208;5914;9314,HSPA1A;KLF4;HSP90AB1;CCND1;HSP90AA1;MEF2C;RARA,HeadandNeck,MF,0.085258697
GO:0035035,histone acetyltransferase binding,http://amigo.geneontology.org/amigo/term/GO:0035035,26,3,0.927206819,3.235524091,0.063819575,0.821753009,1958;8013;10370,EGR1;CITED2;NR4A3,HeadandNeck,MF,0.085258697
GO:0019212,phosphatase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0019212,26,3,0.927206819,3.235524091,0.063819575,0.821753009,5514;94274;221692,PHACTR1;PPP1R14A;PPP1R10,HeadandNeck,MF,0.085258697
GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0004861,12,2,0.427941609,4.673534799,0.066111581,0.843234511,1026;10614,CDKN1A;HEXIM1,HeadandNeck,MF,0.074051627
GO:0035258,steroid hormone receptor binding,http://amigo.geneontology.org/amigo/term/GO:0035258,81,6,2.888605859,2.077126577,0.068745163,0.868630471,2322;3164;4929;6774;8013;27086,NR4A2;NR4A1;NR4A3;FOXP1;FLT3;STAT3,HeadandNeck,MF,0.06116494
GO:0051019,mitogen-activated protein kinase binding,http://amigo.geneontology.org/amigo/term/GO:0051019,27,3,0.96286862,3.115689866,0.069973761,0.875967823,1843;1844;11221,DUSP1;DUSP2;DUSP10,HeadandNeck,MF,0.057511846
GO:0048156,tau protein binding,http://amigo.geneontology.org/amigo/term/GO:0048156,45,4,1.604781033,2.492551893,0.075508634,0.905894373,3320;3326;4130;6285,S100B;HSP90AB1;MAP1A;HSP90AA1,HeadandNeck,MF,0.042922438
GO:0070888,E-box binding,http://amigo.geneontology.org/amigo/term/GO:0070888,45,4,1.604781033,2.492551893,0.075508634,0.905894373,196;5187;6615;8553,PER1;BHLHE40;SNAI1;AHR,HeadandNeck,MF,0.042922438
GO:0050700,CARD domain binding,http://amigo.geneontology.org/amigo/term/GO:0050700,13,2,0.463603409,4.314032122,0.076340004,0.905894373,8767;64170,RIPK2;CARD9,HeadandNeck,MF,0.042922438
GO:0035497,cAMP response element binding,http://amigo.geneontology.org/amigo/term/GO:0035497,13,2,0.463603409,4.314032122,0.076340004,0.905894373,3725;8013,JUN;NR4A3,HeadandNeck,MF,0.042922438
GO:0050811,GABA receptor binding,http://amigo.geneontology.org/amigo/term/GO:0050811,13,2,0.463603409,4.314032122,0.076340004,0.905894373,11337;23710,GABARAP;GABARAPL1,HeadandNeck,MF,0.042922438
GO:0097718,disordered domain specific binding,http://amigo.geneontology.org/amigo/term/GO:0097718,28,3,0.99853042,3.004415228,0.076384585,0.905894373,3303;3320;3326,HSPA1A;HSP90AB1;HSP90AA1,HeadandNeck,MF,0.042922438
GO:0005044,scavenger receptor activity,http://amigo.geneontology.org/amigo/term/GO:0005044,29,3,1.034192221,2.900814703,0.083043698,0.976305046,921;8578;58191,CXCL16;SCARF1;CD5,HeadandNeck,MF,0.010414466
GO:0043621,protein self-association,http://amigo.geneontology.org/amigo/term/GO:0043621,47,4,1.676104634,2.386485855,0.085629161,0.980507632,2322;3397;7128;27086,TNFAIP3;FOXP1;FLT3;ID1,HeadandNeck,MF,0.008549021
GO:0044548,S100 protein binding,http://amigo.geneontology.org/amigo/term/GO:0044548,14,2,0.49926521,4.00588697,0.087027305,0.980507632,6285;79026,AHNAK;S100B,HeadandNeck,MF,0.008549021
GO:0001222,transcription corepressor binding,http://amigo.geneontology.org/amigo/term/GO:0001222,14,2,0.49926521,4.00588697,0.087027305,0.980507632,5187;10783,PER1;NEK6,HeadandNeck,MF,0.008549021
GO:0003746,translation elongation factor activity,http://amigo.geneontology.org/amigo/term/GO:0003746,14,2,0.49926521,4.00588697,0.087027305,0.980507632,1937;9567,EEF1G;GTPBP1,HeadandNeck,MF,0.008549021
GO:0005161,platelet-derived growth factor receptor binding,http://amigo.geneontology.org/amigo/term/GO:0005161,14,2,0.49926521,4.00588697,0.087027305,0.980507632,4067;7422,VEGFA;LYN,HeadandNeck,MF,0.008549021
GO:0048487,beta-tubulin binding,http://amigo.geneontology.org/amigo/term/GO:0048487,30,3,1.069854022,2.804120879,0.089942394,0.983441389,5997;11337;23710,RGS2;GABARAP;GABARAPL1,HeadandNeck,MF,0.007251518
GO:0008135,"translation factor activity, RNA binding",http://amigo.geneontology.org/amigo/term/GO:0008135,67,5,2.389340649,2.092627522,0.090202459,0.983441389,1937;1973;1983;9567;83939,EIF4A1;EEF1G;EIF5;GTPBP1;EIF2A,HeadandNeck,MF,0.007251518
GO:0003727,single-stranded RNA binding,http://amigo.geneontology.org/amigo/term/GO:0003727,67,5,2.389340649,2.092627522,0.090202459,0.983441389,301;1654;7538;8761;26986,ZFP36;ANXA1;DDX3X;PABPC4;PABPC1,HeadandNeck,MF,0.007251518
GO:0019208,phosphatase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0019208,67,5,2.389340649,2.092627522,0.090202459,0.983441389,3476;5514;23645;94274;221692,PPP1R15A;PHACTR1;PPP1R14A;PPP1R10;IGBP1,HeadandNeck,MF,0.007251518
GO:0004869,cysteine-type endopeptidase inhibitor activity,http://amigo.geneontology.org/amigo/term/GO:0004869,48,4,1.711766435,2.336767399,0.090924685,0.983441389,330;1471;2621;8530,BIRC3;CST3;GAS6;CST7,HeadandNeck,MF,0.007251518
GO:0002181,cytoplasmic translation,http://amigo.geneontology.org/amigo/term/GO:0002181,76,23,2.432706529,9.454490186,0,0,4736;6128;6133;6135;6138;6141;6142;6143;6152;6154;6156;6161;6165;6170;6171;6176;6227;6228;6231;6234;6235;25873;152789,RPL30;RPL39;RPS28;RPL35A;RPL41;RPS29;RPLP1;RPS21;RPL26;RPL19;RPL11;RPL32;RPL36;RPL18;JAKMIP1;RPL9;RPL24;RPL6;RPS23;RPS26;RPL18A;RPL15;RPL10A,BreastCancer,pos,12.83997879
GO:0015934,large ribosomal subunit,http://amigo.geneontology.org/amigo/term/GO:0015934,83,36,2.683398058,13.41582546,0,0,4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;7311;9045;11224;23521;25873,RPL28;RPL30;RPL39;RPL41;RPL13;RPL35A;RPL10;RPLP2;RPLP1;RPL34;RPL14;RPL19;RPL32;RPL11;RPL26;RPL36;RPL37;RPL18;RPL9;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPL35;UBA52;RPL8;RPL13A;RPL5;RPL37A,BreastCancer,CC,12.83997879
GO:0005844,polysome,http://amigo.geneontology.org/amigo/term/GO:0005844,63,23,2.036796117,11.29224463,0,0,2521;4736;6128;6130;6132;6135;6141;6142;6143;6152;6156;6161;6170;6171;6188;6191;6194;6227;6228;6231;6234;6235;25873,RPL30;RPL39;RPS3;RPL41;RPS28;RPS29;RPL19;RPL32;RPL11;RPL36;RPS21;RPL18;RPS23;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPS26;RPL10A;FUS;RPS6;RPL8,BreastCancer,CC,12.83997879
GO:0015935,small ribosomal subunit,http://amigo.geneontology.org/amigo/term/GO:0015935,61,27,1.972135922,13.69073992,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;UBA52;RPS13;RPS9,BreastCancer,CC,12.83997879
GO:0022625,cytosolic large ribosomal subunit,http://amigo.geneontology.org/amigo/term/GO:0022625,57,36,1.842815534,19.5353248,0,0,4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;7311;9045;11224;23521;25873,RPL28;RPL30;RPL39;RPL41;RPL13;RPL35A;RPL10;RPLP2;RPLP1;RPL34;RPL14;RPL19;RPL32;RPL11;RPL26;RPL36;RPL37;RPL18;RPL9;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPL35;UBA52;RPL8;RPL13A;RPL5;RPL37A,BreastCancer,CC,12.83997879
GO:0022627,cytosolic small ribosomal subunit,http://amigo.geneontology.org/amigo/term/GO:0022627,39,27,1.260873786,21.41372141,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;UBA52;RPS13;RPS9,BreastCancer,CC,12.83997879
GO:0042788,polysomal ribosome,http://amigo.geneontology.org/amigo/term/GO:0042788,31,19,1.00223301,18.95766734,0,0,4736;6128;6130;6132;6135;6141;6142;6143;6152;6156;6161;6170;6171;6227;6228;6231;6234;6235;25873,RPL30;RPL39;RPL41;RPS28;RPS29;RPL19;RPL32;RPL11;RPL36;RPS21;RPL18;RPS23;RPL18A;RPL6;RPL7A;RPL24;RPS26;RPL10A;RPL8,BreastCancer,CC,12.83997879
GO:0042101,T cell receptor complex,http://amigo.geneontology.org/amigo/term/GO:0042101,17,10,0.54961165,18.19466525,1.74E-11,2.08E-09,915;916;917;919;923;925;926;7535;8631;50852,CD8A;CD3D;CD8B;CD3E;CD247;CD3G;SKAP1;ZAP70;TRAT1;CD6,BreastCancer,CC,8.682234812
GO:0001772,immunological synapse,http://amigo.geneontology.org/amigo/term/GO:0001772,30,10,0.969902913,10.31031031,1.84E-08,1.93E-06,916;923;3001;3002;3932;5588;7535;8631;11151;27040,GZMA;GZMB;CD3E;LCK;SKAP1;ZAP70;CORO1A;LAT;PRKCQ;CD6,BreastCancer,CC,5.714432312
GO:0006968,cellular defense response,http://amigo.geneontology.org/amigo/term/GO:0006968,44,11,1.408409043,7.810231023,9.01E-08,1.72E-05,1234;3702;3805;3812;3822;3823;4068;5551;9437;11126;50852,PRF1;KLRC2;SH2D1A;KIR2DL4;NCR1;KLRC3;CD160;ITK;KIR3DL2;TRAT1;CCR5,BreastCancer,pos,4.764207631
GO:0032623,interleukin-2 production,http://amigo.geneontology.org/amigo/term/GO:0032623,55,12,1.760511304,6.81620162,1.19E-07,1.72E-05,916;919;940;2625;3902;5144;5588;5788;6188;6375;7128;7538,LAG3;CD3E;XCL1;CD247;PTPRC;RPS3;GATA3;TNFAIP3;PRKCQ;ZFP36;PDE4D;CD28,BreastCancer,pos,4.764207631
GO:0030101,natural killer cell activation,http://amigo.geneontology.org/amigo/term/GO:0030101,62,12,1.984576379,6.046630469,4.79E-07,5.20E-05,639;914;3133;3398;5788;5873;9437;10125;11151;26191;51744;259197,CD2;PTPRC;PTPN22;NCR1;CORO1A;HLA-E;RASGRP1;RAB27A;CD244;NCR3;ID2;PRDM1,BreastCancer,pos,4.284106182
GO:0032609,interferon-gamma production,http://amigo.geneontology.org/amigo/term/GO:0032609,91,14,2.912845975,4.806296014,1.02E-06,8.84E-05,914;916;2625;3595;3702;5144;6375;7294;8807;10125;10225;26191;51744;114836,CD2;CD3E;XCL1;CD96;PTPN22;RASGRP1;IL18RAP;ITK;CD244;TXK;GATA3;SLAMF6;IL12RB2;PDE4D,BreastCancer,pos,4.053696521
GO:0042105,alpha-beta T cell receptor complex,http://amigo.geneontology.org/amigo/term/GO:0042105,5,4,0.161650485,24.74474474,5.23E-06,0.000487028,915;916;917;919,CD3D;CD3E;CD247;CD3G,BreastCancer,CC,3.312446498
GO:0042608,T cell receptor binding,http://amigo.geneontology.org/amigo/term/GO:0042608,7,5,0.221514647,22.57187085,6.13E-07,0.000829436,916;917;2534;3133;3932,CD3E;FYN;LCK;CD3G;HLA-E,BreastCancer,MF,3.081217152
GO:0042287,MHC protein binding,http://amigo.geneontology.org/amigo/term/GO:0042287,21,7,0.66454394,10.53353973,2.36E-06,0.00159719,925;926;3133;3824;3902;29990;51744,KLRD1;CD8A;CD8B;LAG3;HLA-E;CD244;PILRB,BreastCancer,MF,2.796643387
GO:0035591,signaling adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0035591,76,12,2.405016165,4.989571452,4.14E-06,0.001865248,940;4068;5295;6503;8631;9047;9402;27040;50852;84174;84632;116449,SH2D1A;SKAP1;SLA2;SH2D2A;PIK3R1;LAT;SLA;TRAT1;AFAP1L2;GRAP2;CLNK;CD28,BreastCancer,MF,2.729263529
GO:0043548,phosphatidylinositol 3-kinase binding,http://amigo.geneontology.org/amigo/term/GO:0043548,27,7,0.854413638,8.192753125,1.53E-05,0.005177086,801;2534;3932;5295;10870;11151;197358,HCST;FYN;LCK;CORO1A;CALM1;PIK3R1;NLRC3,BreastCancer,MF,2.285914589
GO:0004715,non-membrane spanning protein tyrosine kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004715,40,8,1.265797982,6.320123839,2.93E-05,0.006204101,2534;3702;3932;4145;6503;7294;7525;7535,FYN;MATK;LCK;ZAP70;ITK;SLA;TXK;YES1,BreastCancer,MF,2.207321152
GO:0005070,SH3/SH2 adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0005070,52,9,1.645537376,5.469337938,3.15E-05,0.006204101,940;4068;6503;8631;9047;9402;27040;84174;116449,SH2D1A;SKAP1;SLA2;SH2D2A;LAT;SLA;GRAP2;CLNK;CD28,BreastCancer,MF,2.207321152
GO:0042288,MHC class I protein binding,http://amigo.geneontology.org/amigo/term/GO:0042288,13,5,0.411384344,12.15408431,3.21E-05,0.006204101,925;926;3133;29990;51744,CD8A;CD8B;HLA-E;CD244;PILRB,BreastCancer,MF,2.207321152
GO:0015026,coreceptor activity,http://amigo.geneontology.org/amigo/term/GO:0015026,32,7,1.012638385,6.912635449,5.07E-05,0.008561569,925;926;940;1234;7049;7852;10663,CD8A;CD8B;CXCR6;CXCR4;TGFBR3;CCR5;CD28,BreastCancer,MF,2.067446632
GO:0019843,rRNA binding,http://amigo.geneontology.org/amigo/term/GO:0019843,48,8,1.518957578,5.266769866,0.000115237,0.017311213,6133;6135;6143;6147;6167;6188;6191;6208,RPS3;RPS14;RPL19;RPL11;RPL37;RPL9;RPS4X;RPL23A,BreastCancer,MF,1.761672499
GO:0050690,regulation of defense response to virus by virus,http://amigo.geneontology.org/amigo/term/GO:0050690,29,6,0.928269596,6.463639467,0.000260905,0.018872146,567;919;926;940;2534;3932,CD8B;CD247;FYN;LCK;B2M;CD28,BreastCancer,pos,1.724178713
GO:0032633,interleukin-4 production,http://amigo.geneontology.org/amigo/term/GO:0032633,30,6,0.960278893,6.248184818,0.00031746,0.019682542,916;940;2625;3133;3702;5588,CD3E;HLA-E;ITK;GATA3;PRKCQ;CD28,BreastCancer,pos,1.705918821
GO:0019957,C-C chemokine binding,http://amigo.geneontology.org/amigo/term/GO:0019957,18,5,0.569609092,8.777949776,0.000187653,0.025370686,1234;2833;7538;7852;10663,CXCR6;CXCR4;CXCR3;ZFP36;CCR5,BreastCancer,MF,1.595667782
GO:0098556,cytoplasmic side of rough endoplasmic reticulum membrane,http://amigo.geneontology.org/amigo/term/GO:0098556,5,3,0.161650485,18.55855856,0.000319087,0.026739506,6231;6234;6235,RPS28;RPS29;RPS26,BreastCancer,CC,1.572846621
GO:0002507,tolerance induction,http://amigo.geneontology.org/amigo/term/GO:0002507,22,5,0.704204521,7.100210021,0.000546628,0.02965457,916;3133;5133;7128;29851,CD3E;HLA-E;PDCD1;ICOS;TNFAIP3,BreastCancer,pos,1.52790837
GO:0031698,beta-2 adrenergic receptor binding,http://amigo.geneontology.org/amigo/term/GO:0031698,5,3,0.158224748,18.96037152,0.00029946,0.036806394,5144;9368;9495,AKAP5;SLC9A3R1;PDE4D,BreastCancer,MF,1.434076733
GO:0034992,microtubule organizing center attachment site,http://amigo.geneontology.org/amigo/term/GO:0034992,6,3,0.193980583,15.46546547,0.000622883,0.037284013,23224;23345;25777,SYNE2;SUN2;SYNE1,BreastCancer,CC,1.428477345
GO:0034993,meiotic nuclear membrane microtubule tethering complex,http://amigo.geneontology.org/amigo/term/GO:0034993,6,3,0.193980583,15.46546547,0.000622883,0.037284013,23224;23345;25777,SYNE2;SUN2;SYNE1,BreastCancer,CC,1.428477345
GO:0106083,nuclear membrane protein complex,http://amigo.geneontology.org/amigo/term/GO:0106083,6,3,0.193980583,15.46546547,0.000622883,0.037284013,23224;23345;25777,SYNE2;SUN2;SYNE1,BreastCancer,CC,1.428477345
GO:0106094,nuclear membrane microtubule tethering complex,http://amigo.geneontology.org/amigo/term/GO:0106094,6,3,0.193980583,15.46546547,0.000622883,0.037284013,23224;23345;25777,SYNE2;SUN2;SYNE1,BreastCancer,CC,1.428477345
GO:0048027,mRNA 5'-UTR binding,http://amigo.geneontology.org/amigo/term/GO:0048027,22,5,0.69618889,7.181958908,0.000519695,0.058552325,6154;6171;6189;6201;6208,RPL41;RPS7;RPS14;RPL26;RPS3A,BreastCancer,MF,1.232455852
GO:0016494,C-X-C chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0016494,6,3,0.189869697,15.8003096,0.000584877,0.060827214,2833;7852;10663,CXCR6;CXCR4;CXCR3,BreastCancer,MF,1.215902074
GO:0004896,cytokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0004896,78,9,2.468306064,3.646225292,0.000760284,0.073421703,960;1234;2833;3560;3561;3595;7852;8807;10663,IL2RB;CXCR6;CXCR4;CXCR3;IL18RAP;IL2RG;IL12RB2;CCR5;CD44,BreastCancer,MF,1.134175544
GO:0019956,chemokine binding,http://amigo.geneontology.org/amigo/term/GO:0019956,26,5,0.822768688,6.077042153,0.001170094,0.105464436,1234;2833;7538;7852;10663,CXCR6;CXCR4;CXCR3;ZFP36;CCR5,BreastCancer,MF,0.976893966
GO:1990405,protein antigen binding,http://amigo.geneontology.org/amigo/term/GO:1990405,8,3,0.253159596,11.8502322,0.001561931,0.131983184,3821;3822;3824,KLRD1;KLRC1;KLRC2,BreastCancer,MF,0.879481398
GO:0016493,C-C chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0016493,17,4,0.537964142,7.435439811,0.001689743,0.13438428,1234;2833;7852;10663,CXCR6;CXCR4;CXCR3;CCR5,BreastCancer,MF,0.871651532
GO:0005164,tumor necrosis factor receptor binding,http://amigo.geneontology.org/amigo/term/GO:0005164,30,5,0.949348486,5.266769866,0.002285585,0.162824734,356;7188;8740;8744;10572,FASLG;TNFSF14;TRAF5;TNFSF9;SIVA1,BreastCancer,MF,0.788279623
GO:0008525,phosphatidylcholine transporter activity,http://amigo.geneontology.org/amigo/term/GO:0008525,9,3,0.284804546,10.53353973,0.002288217,0.162824734,5243;26207;57605,ABCB1;PITPNC1;PITPNM2,BreastCancer,MF,0.788279623
GO:0001637,G protein-coupled chemoattractant receptor activity,http://amigo.geneontology.org/amigo/term/GO:0001637,19,4,0.601254041,6.652761936,0.00261779,0.168535832,1234;2833;7852;10663,CXCR6;CXCR4;CXCR3;CCR5,BreastCancer,MF,0.773307752
GO:0004950,chemokine receptor activity,http://amigo.geneontology.org/amigo/term/GO:0004950,19,4,0.601254041,6.652761936,0.00261779,0.168535832,1234;2833;7852;10663,CXCR6;CXCR4;CXCR3;CCR5,BreastCancer,MF,0.773307752
GO:0005522,profilin binding,http://amigo.geneontology.org/amigo/term/GO:0005522,10,3,0.316449495,9.480185759,0.003192713,0.18767598,71;1627;51466,EVL;ACTG1;DBN1,BreastCancer,MF,0.726591308
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017017,10,3,0.316449495,9.480185759,0.003192713,0.18767598,1844;1846;80824,DUSP2;DUSP4;DUSP16,BreastCancer,MF,0.726591308
GO:0004435,phosphatidylinositol phospholipase C activity,http://amigo.geneontology.org/amigo/term/GO:0004435,21,4,0.66454394,6.019165561,0.003845657,0.216638692,1234;5335;6352;23236,CCL5;PLCG1;CCR5;PLCB1,BreastCancer,MF,0.664263974
GO:0033549,MAP kinase phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0033549,11,3,0.348094445,8.61835069,0.004287851,0.222968248,1844;1846;80824,DUSP2;DUSP4;DUSP16,BreastCancer,MF,0.651756979
GO:0031386,protein tag,http://amigo.geneontology.org/amigo/term/GO:0031386,11,3,0.348094445,8.61835069,0.004287851,0.222968248,6233;7314;7316,RPS27A;UBC;UBB,BreastCancer,MF,0.651756979
GO:0004629,phospholipase C activity,http://amigo.geneontology.org/amigo/term/GO:0004629,22,4,0.69618889,5.745567126,0.00458476,0.227625193,1234;5335;6352;23236,CCL5;PLCG1;CCR5;PLCB1,BreastCancer,MF,0.642779672
GO:0003823,antigen binding,http://amigo.geneontology.org/amigo/term/GO:0003823,50,6,1.582247477,3.792074303,0.004714131,0.227625193,3133;3804;3821;3822;3824;3902,KLRD1;LAG3;KLRC1;KLRC2;HLA-E;KIR2DL3,BreastCancer,MF,0.642779672
GO:0004725,protein tyrosine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0004725,84,8,2.658175762,3.00958278,0.004979777,0.23216065,1844;1846;5775;5778;5788;8556;26191;80824,DUSP2;PTPRC;DUSP4;PTPN22;PTPN4;PTPN7;DUSP16;CDC14A,BreastCancer,MF,0.634211389
