geneSet,description,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,logFDR
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,108,62,3.846216107,16.11973906,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-2408522,Selenoamino acid metabolism,105,62,3.739376771,16.58030303,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-72689,Formation of a pool of free 40S subunits,98,62,3.490084986,17.76461039,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),92,62,3.276406313,18.92317194,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-156842,Eukaryotic Translation Elongation,90,64,3.205180089,19.96767677,0,0,11224;1915;1936;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;EEF1A1;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;EEF1D;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-72764,Eukaryotic Translation Termination,89,62,3.169566977,19.56103166,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-192823,Viral mRNA Translation,86,62,3.062727641,20.24339323,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-2408557,Selenocysteine synthesis,86,62,3.062727641,20.24339323,0,0,11224;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-156902,Peptide chain elongation,86,63,3.062727641,20.56989958,0,0,11224;1915;23521;25873;3921;4736;6122;6125;6128;6130;6132;6133;6134;6135;6136;6137;6138;6141;6142;6143;6144;6147;6152;6154;6156;6158;6159;6161;6164;6165;6167;6168;6170;6171;6176;6181;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045,RPL28;RPS15A;RPS12;RPS27;RPS24;RPL30;RPL39;RPS3;RPS27A;RPL41;RPL13;RPS28;RPL35A;RPL10;RPS29;RPS7;RPLP2;RPS14;RPLP1;RPL34;RPS2;RPS15;RPL14;RPL19;RPL32;RPL11;EEF1A1;RPL26;RPS19;RPS25;RPL36;RPL37;RPS21;RPL18;RPS3A;RPS23;RPL9;RPS4X;RPL18A;RPL6;RPL7A;RPL24;RPL3;RPL15;RPS26;RPS8;RPS18;RPL23A;RPL12;RPL21;RPL10A;RPL29;RPS16;RPSA;RPL35;RPS6;UBA52;RPL8;RPL13A;RPS13;RPL5;RPS9;RPL37A,BreastCancer,14.13122424
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",58,26,2.065560502,12.58738245,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;RPS13;RPS9,BreastCancer,14.13122424
R-HSA-72649,Translation initiation complex formation,57,26,2.02994739,12.80821372,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;RPS13;RPS9,BreastCancer,14.13122424
R-HSA-72702,Ribosomal scanning and start codon recognition,57,26,2.02994739,12.80821372,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;RPS13;RPS9,BreastCancer,14.13122424
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",50,26,1.780655605,14.60136364,0,0,3921;6187;6188;6189;6191;6194;6201;6202;6203;6206;6207;6208;6209;6210;6217;6222;6223;6227;6228;6229;6230;6231;6232;6233;6234;6235,RPS15A;RPS12;RPS27;RPS24;RPS3;RPS27A;RPS28;RPS29;RPS7;RPS14;RPS2;RPS15;RPS19;RPS25;RPS21;RPS3A;RPS23;RPS4X;RPS26;RPS8;RPS18;RPS16;RPSA;RPS6;RPS13;RPS9,BreastCancer,14.13122424
R-HSA-2424491,DAP12 signaling,29,11,1.032780251,10.65086207,1.86E-09,9.29E-08,22914;2534;27040;3133;3822;3824;3932;5295;5335;567;9402,KLRD1;FYN;KLRC2;LCK;B2M;HLA-E;KLRK1;PIK3R1;LAT;GRAP2;PLCG1,BreastCancer,7.031916453
R-HSA-202403,TCR signaling,113,20,4.024281667,4.969831054,2.13E-09,1.03E-07,26191;27040;3702;3932;50852;51466;5295;5335;5588;5788;6233;7311;7314;7316;7535;915;916;917;919;9402,CD3D;CD3E;CD247;EVL;PTPRC;LCK;CD3G;RPS27A;ZAP70;PTPN22;PIK3R1;ITK;LAT;TRAT1;UBC;PRKCQ;GRAP2;UBB;PLCG1;UBA52,BreastCancer,6.985786884
R-HSA-202433,Generation of second messenger molecules,30,11,1.068393363,10.29583333,2.85E-09,1.34E-07,27040;3702;3932;51466;5335;7535;915;916;917;919;9402,CD3D;CD3E;CD247;EVL;LCK;CD3G;ZAP70;ITK;LAT;GRAP2;PLCG1,BreastCancer,6.873674482
R-HSA-2172127,DAP12 interactions,38,11,1.35329826,8.128289474,4.86E-08,2.22E-06,22914;2534;27040;3133;3822;3824;3932;5295;5335;567;9402,KLRD1;FYN;KLRC2;LCK;B2M;HLA-E;KLRK1;PIK3R1;LAT;GRAP2;PLCG1,BreastCancer,5.653602132
R-HSA-388841,Costimulation by the CD28 family,67,13,2.386078511,5.448270014,5.01E-07,2.22E-05,1493;2534;29851;3932;5133;5295;5527;55615;915;916;917;919;9402,CD3D;CD3E;CD247;FYN;LCK;CD3G;PPP2R5C;PIK3R1;PDCD1;CTLA4;ICOS;GRAP2;PRR5,BreastCancer,4.652693601
R-HSA-174490,Membrane binding and targetting of GAG proteins,11,6,0.391744233,15.3161157,7.67E-07,3.22E-05,6233;7311;7314;7316;79720;9397,RPS27A;UBC;UBB;NMT2;UBA52;VPS37B,BreastCancer,4.491623572
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",11,6,0.391744233,15.3161157,7.67E-07,3.22E-05,6233;7311;7314;7316;79720;9397,RPS27A;UBC;UBB;NMT2;UBA52;VPS37B,BreastCancer,4.491623572
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,17,7,0.605422906,11.56216578,9.61E-07,3.94E-05,26191;3932;7535;915;916;917;919,CD3D;CD3E;CD247;LCK;CD3G;ZAP70;PTPN22,BreastCancer,4.404622229
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,19,7,0.67664913,10.34509569,2.34E-06,8.91E-05,3320;5295;5335;6233;7311;7314;7316,RPS27A;PIK3R1;UBC;UBB;PLCG1;UBA52;HSP90AA1,BreastCancer,4.050025272
R-HSA-1643713,Signaling by EGFR in Cancer,19,7,0.67664913,10.34509569,2.34E-06,8.91E-05,3320;5295;5335;6233;7311;7314;7316,RPS27A;PIK3R1;UBC;UBB;PLCG1;UBA52;HSP90AA1,BreastCancer,4.050025272
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,19,7,0.67664913,10.34509569,2.34E-06,8.91E-05,3320;5295;5335;6233;7311;7314;7316,RPS27A;PIK3R1;UBC;UBB;PLCG1;UBA52;HSP90AA1,BreastCancer,4.050025272
R-HSA-175474,Assembly Of The HIV Virion,13,6,0.462970457,12.95979021,2.68E-06,9.96E-05,6233;7311;7314;7316;79720;9397,RPS27A;UBC;UBB;NMT2;UBA52;VPS37B,BreastCancer,4.001682329
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,20,7,0.712262242,9.827840909,3.49E-06,0.00012692,26191;3932;5788;915;916;917;919,CD3D;CD3E;CD247;PTPRC;LCK;CD3G;PTPN22,BreastCancer,3.896468919
R-HSA-1236977,Endosomal/Vacuolar pathway,9,5,0.320518009,15.59974747,6.18E-06,0.000219543,3105;3106;3107;3133;567,HLA-A;HLA-B;HLA-C;B2M;HLA-E,BreastCancer,3.658480977
R-HSA-913531,Interferon Signaling,166,18,5.911776609,3.044769989,2.29E-05,0.000795089,10581;3105;3106;3107;3133;3458;3659;4502;4684;5335;567;6233;7311;7314;7316;8519;8638;8651,HLA-A;HLA-B;IFNG;MT2A;HLA-C;B2M;RPS27A;HLA-E;IFITM2;IRF1;NCAM1;UBC;IFITM1;OASL;UBB;PLCG1;UBA52;SOCS1,BreastCancer,3.099584452
R-HSA-1227986,Signaling by ERBB2,48,9,1.709429381,5.264914773,3.98E-05,0.001354414,2534;3320;4145;5295;5335;6233;7311;7314;7316,FYN;MATK;RPS27A;PIK3R1;UBC;UBB;PLCG1;UBA52;HSP90AA1,BreastCancer,2.868248464
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,130,15,4.629704573,3.239947552,5.41E-05,0.001793995,10125;2534;27040;3702;4773;5295;5335;5588;6233;7294;7311;7314;7316;801;9402,FYN;RPS27A;RASGRP1;PIK3R1;CALM1;ITK;LAT;TXK;UBC;NFATC2;PRKCQ;GRAP2;UBB;PLCG1;UBA52,BreastCancer,2.746178716
R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,13,5,0.462970457,10.79982517,5.61E-05,0.001793995,142678;6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52;MIB2,BreastCancer,2.746178716
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,13,5,0.462970457,10.79982517,5.61E-05,0.001793995,142678;6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52;MIB2,BreastCancer,2.746178716
R-HSA-389948,PD-1 signaling,21,6,0.747875354,8.022727273,6.66E-05,0.002086945,3932;5133;915;916;917;919,CD3D;CD3E;CD247;LCK;CD3G;PDCD1,BreastCancer,2.680488921
R-HSA-877300,Interferon gamma signaling,77,11,2.742209632,4.011363636,7.86E-05,0.002415883,3105;3106;3107;3133;3458;3659;4502;4684;567;8638;8651,HLA-A;HLA-B;IFNG;MT2A;HLA-C;B2M;HLA-E;IRF1;NCAM1;OASL;SOCS1,BreastCancer,2.616924028
R-HSA-912631,Regulation of signaling by CBL,22,6,0.783488466,7.658057851,8.89E-05,0.002679508,2534;5295;6233;7311;7314;7316,FYN;RPS27A;PIK3R1;UBC;UBB;UBA52,BreastCancer,2.571944948
R-HSA-1253288,Downregulation of ERBB4 signaling,8,4,0.284904897,14.03977273,9.83E-05,0.0029092,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.536226456
R-HSA-202424,Downstream TCR signaling,93,12,3.312019425,3.623167155,0.000103176,0.00294659,3932;50852;5295;5588;6233;7311;7314;7316;915;916;917;919,CD3D;CD3E;CD247;LCK;CD3G;RPS27A;PIK3R1;TRAT1;UBC;PRKCQ;UBB;UBA52,BreastCancer,2.530680352
R-HSA-909733,Interferon alpha/beta signaling,54,9,1.923108053,4.679924242,0.000104769,0.00294659,10581;3105;3106;3107;3133;3659;8519;8638;8651,HLA-A;HLA-B;HLA-C;HLA-E;IFITM2;IRF1;IFITM1;OASL;SOCS1,BreastCancer,2.530680352
R-HSA-2871809,FCERI mediated Ca+2 mobilization,32,7,1.139619587,6.142400568,0.000105104,0.00294659,27040;3702;4773;5335;7294;801;9402,CALM1;ITK;LAT;TXK;NFATC2;GRAP2;PLCG1,BreastCancer,2.530680352
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,80,11,2.849048968,3.8609375,0.000112152,0.00308999,1072;2534;26999;3320;5295;5335;60;644150;71;917;919,CD247;FYN;CD3G;ACTB;PIK3R1;ACTG1;WIPF3;CFL1;PLCG1;CYFIP2;HSP90AA1,BreastCancer,2.510042924
R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,9,4,0.320518009,12.47979798,0.000172009,0.004506077,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.346201419
R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,9,4,0.320518009,12.47979798,0.000172009,0.004506077,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.346201419
R-HSA-8948747,Regulation of PTEN localization,9,4,0.320518009,12.47979798,0.000172009,0.004506077,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.346201419
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",47,8,1.673816269,4.779497099,0.000218791,0.005639152,2534;3560;3561;5295;6233;7311;7314;7316,IL2RB;FYN;RPS27A;PIK3R1;IL2RG;UBC;UBB;UBA52,BreastCancer,2.248786223
R-HSA-6806003,Regulation of TP53 Expression and Degradation,37,7,1.317685148,5.312346437,0.000276045,0.006747392,5527;55615;6233;639;7311;7314;7316,RPS27A;PPP2R5C;UBC;UBB;PRR5;UBA52;PRDM1,BreastCancer,2.170864061
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,10,4,0.356131121,11.23181818,0.000278678,0.006747392,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.170864061
R-HSA-5689877,Josephin domain DUBs,10,4,0.356131121,11.23181818,0.000278678,0.006747392,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.170864061
R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),10,4,0.356131121,11.23181818,0.000278678,0.006747392,1493;3458;4773;8784,IFNG;TNFRSF18;CTLA4;NFATC2,BreastCancer,2.170864061
R-HSA-449147,Signaling by Interleukins,430,30,15.3136382,1.959038055,0.000284591,0.006787703,1072;1435;1846;2534;2625;27250;3320;3458;356;3560;3561;3575;3581;3595;3726;3932;5295;5775;5778;59307;6233;6351;6352;6775;7311;7314;7316;8651;8807;9235,CCL5;CCL4;IL32;IL2RB;FYN;IFNG;LCK;RPS27A;FASLG;DUSP4;PTPN4;PTPN7;PIK3R1;CSF1;IL18RAP;STAT4;JUNB;IL2RG;GATA3;UBC;PDCD4;UBB;CFL1;UBA52;SOCS1;SIGIRR;HSP90AA1;IL9R;IL7R;IL12RB2,BreastCancer,2.168277145
R-HSA-5675482,Regulation of necroptotic cell death,18,5,0.641036018,7.799873737,0.000322708,0.007583644,356;6233;7311;7314;7316,RPS27A;FASLG;UBC;UBB;UBA52,BreastCancer,2.12012209
R-HSA-8863795,Downregulation of ERBB2 signaling,28,6,0.997167139,6.017045455,0.000374826,0.008680754,3320;4145;6233;7311;7314;7316,MATK;RPS27A;UBC;UBB;UBA52;HSP90AA1,BreastCancer,2.061442543
R-HSA-5675221,Negative regulation of MAPK pathway,39,7,1.388911372,5.039918415,0.000388048,0.00885858,1844;1846;5527;6233;7311;7314;7316,DUSP2;RPS27A;PPP2R5C;DUSP4;UBC;UBB;UBA52,BreastCancer,2.052635896
R-HSA-5205685,Pink/Parkin Mediated Mitophagy,19,5,0.67664913,7.389354067,0.00042533,0.009448414,54543;6233;7311;7314;7316,RPS27A;UBC;UBB;TOMM7;UBA52,BreastCancer,2.024641065
R-HSA-3785653,Myoclonic epilepsy of Lafora,11,4,0.391744233,10.2107438,0.000425711,0.009448414,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,2.024641065
R-HSA-5669034,TNFs bind their physiological receptors,29,6,1.032780251,5.809561129,0.000458673,0.010040536,356;3604;8740;8744;8784;939,FASLG;TNFRSF9;CD27;TNFRSF18;TNFSF9;TNFSF14,BreastCancer,1.998243102
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,20,5,0.712262242,7.019886364,0.000550764,0.011548095,142678;6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52;MIB2,BreastCancer,1.937489656
R-HSA-5213460,RIPK1-mediated regulated necrosis,20,5,0.712262242,7.019886364,0.000550764,0.011548095,356;6233;7311;7314;7316,RPS27A;FASLG;UBC;UBB;UBA52,BreastCancer,1.937489656
R-HSA-5218859,Regulated Necrosis,20,5,0.712262242,7.019886364,0.000550764,0.011548095,356;6233;7311;7314;7316,RPS27A;FASLG;UBC;UBB;UBA52,BreastCancer,1.937489656
R-HSA-1980145,Signaling by NOTCH2,30,6,1.068393363,5.615909091,0.000556448,0.011548095,142678;3002;6233;7311;7314;7316,GZMB;RPS27A;UBC;UBB;UBA52;MIB2,BreastCancer,1.937489656
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,12,4,0.427357345,9.359848485,0.000620779,0.012568101,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.900730336
R-HSA-177929,Signaling by EGFR,42,7,1.495750708,4.679924242,0.000621327,0.012568101,10252;5295;5335;6233;7311;7314;7316,RPS27A;PIK3R1;UBC;SPRY1;UBB;PLCG1;UBA52,BreastCancer,1.900730336
R-HSA-451326,Activation of kainate receptors upon glutamate binding,32,6,1.139619587,5.264914773,0.000799964,0.015781997,1741;23236;54331;801;83988;94235,CALM1;GNG2;NCALD;PLCB1;GNG8;DLG3,BreastCancer,1.801838045
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,32,6,1.139619587,5.264914773,0.000799964,0.015781997,54941;6233;7128;7311;7314;7316,RPS27A;RNF125;UBC;TNFAIP3;UBB;UBA52,BreastCancer,1.801838045
R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,13,4,0.462970457,8.63986014,0.000871733,0.016388585,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.785458548
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,13,4,0.462970457,8.63986014,0.000871733,0.016388585,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.785458548
R-HSA-209543,p75NTR recruits signalling complexes,13,4,0.462970457,8.63986014,0.000871733,0.016388585,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.785458548
R-HSA-209560,NF-kB is activated and signals survival,13,4,0.462970457,8.63986014,0.000871733,0.016388585,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.785458548
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,59,8,2.101173614,3.807395994,0.001066785,0.019822355,1072;26999;3320;60;644150;71;917;919,CD247;CD3G;ACTB;ACTG1;WIPF3;CFL1;CYFIP2;HSP90AA1,BreastCancer,1.702844755
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,23,5,0.819101578,6.104249012,0.00109512,0.020114966,142678;6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52;MIB2,BreastCancer,1.696480698
R-HSA-3229121,Glycogen storage diseases,14,4,0.498583569,8.022727273,0.001186511,0.021067162,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.676393957
R-HSA-3322077,Glycogen synthesis,14,4,0.498583569,8.022727273,0.001186511,0.021067162,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.676393957
R-HSA-4641263,Regulation of FZD by ubiquitination,14,4,0.498583569,8.022727273,0.001186511,0.021067162,6233;7311;7314;7316,RPS27A;UBC;UBB;UBA52,BreastCancer,1.676393957
R-HSA-162588,Budding and maturation of HIV virion,24,5,0.85471469,5.849905303,0.001343581,0.023337416,6233;7311;7314;7316;79720,RPS27A;UBC;UBB;UBA52;VPS37B,BreastCancer,1.63194724
